FamilyMembers,TotalPower,Season,HouseType,Sqft,Units
8,14470,Summer,House,8682,20516.13
3,10670,Rainy,House,5894,7622.39
1,14360,Winter,House,4347,14138.48
3,8265,Rainy,Flat,494,738.67
1,18760,Rainy,House,8509,16909.41
3,12570,Summer,Flat,8361,8118.33
2,7080,Summer,House,2442,3078.79
1,8975,Winter,Flat,6813,12080.88
3,6865,Winter,House,5346,10475.17
1,24960,Rainy,Flat,5397,24429.59
1,15210,Rainy,House,1246,6051.48
6,16430,Summer,House,7753,49812.69
1,12605,Winter,Flat,1676,1887.82
5,15465,Rainy,House,980,3902.78
1,19510,Summer,Flat,9368,42018.18
5,18115,Rainy,House,5836,24416.69
6,19350,Rainy,Flat,4320,13275.05
6,3620,Winter,House,1090,1161.14
7,16495,Summer,House,9569,52335.39
2,8785,Summer,House,7017,4546.25
4,6440,Winter,Flat,8469,5394.97
6,6450,Rainy,House,8087,13888.47
8,7825,Winter,House,5323,9802.71
3,1220,Rainy,Flat,9378,1454.6
2,12580,Summer,House,5912,21794.98
4,710,Rainy,House,8608,1631.78
3,17530,Winter,Flat,9710,33444.75
4,6000,Winter,Flat,8963,8591.8
7,21730,Summer,Flat,6551,28256.63
2,10990,Rainy,Flat,6692,9399.48
2,10600,Rainy,Flat,4006,8288.18
2,9660,Rainy,Flat,7345,14438.75
8,14220,Summer,Flat,9163,35189.98
8,7240,Summer,House,2869,5163.64
4,8050,Winter,Flat,3997,6389.66
3,7280,Winter,Flat,5485,3252.04
1,13840,Winter,House,3671,5165.56
1,11180,Winter,House,2013,3440.26
5,1515,Winter,House,3399,665.71
2,2675,Winter,Flat,8662,1846.33
1,7420,Summer,Flat,7072,11965.79
6,11040,Winter,House,7770,9325.81
8,23180,Rainy,House,2865,18219.03
7,2990,Rainy,Flat,2296,616.53
4,9240,Summer,House,7246,20869.75
6,8045,Winter,House,7654,16493.23
1,22750,Winter,Flat,7194,15460.92
1,12990,Rainy,House,6613,10588.24
3,2285,Summer,House,7113,7748.52
1,14550,Summer,House,2861,11065.08
5,11280,Rainy,Flat,5946,10703.62
3,4325,Rainy,Flat,8306,2904.15
1,1675,Rainy,House,9028,4061.64
3,22040,Rainy,Flat,6813,18550.09
7,8875,Rainy,House,7639,20295.27
8,16530,Summer,House,9873,20813.42
7,6780,Summer,Flat,2391,2662.49
8,11230,Winter,House,8030,29506.45
4,4520,Rainy,House,3847,4851.87
2,21190,Summer,House,1351,10601.14
2,5140,Winter,Flat,1377,1472.53
8,5405,Winter,House,707,846.85
2,9040,Winter,Flat,9993,14754.44
3,7490,Rainy,Flat,7349,13080.72
7,4950,Winter,Flat,605,718.93
2,16010,Summer,Flat,7702,23976.6
4,6650,Rainy,House,9146,10588.34
5,6350,Summer,House,7874,18015.46
7,2535,Winter,House,9600,4214.44
2,5715,Rainy,Flat,2128,2183.88
6,15730,Summer,House,9631,46753.18
3,8320,Winter,House,1571,2213.52
3,5640,Summer,House,505,371.71
8,12620,Rainy,Flat,8075,12131.56
4,7450,Summer,House,8925,6255.12
7,6780,Summer,House,932,2782.81
2,9000,Winter,Flat,7184,12746.33
5,11980,Winter,House,9444,22883.55
8,6325,Summer,House,1941,2646.25
8,18320,Summer,Flat,6139,28412.83
5,4660,Rainy,House,7545,5658.03
4,5180,Summer,House,7278,11270.15
7,12250,Rainy,House,7719,20918.8
7,7175,Rainy,Flat,9061,11719.98
8,21280,Summer,House,704,3066.45
7,16350,Winter,Flat,4654,13309.29
5,8675,Summer,Flat,4777,4939.11
5,17000,Winter,Flat,3534,11428.99
3,18140,Summer,Flat,5816,15609.28
8,23790,Winter,House,3607,16947.54
8,4410,Rainy,House,1262,1766.37
5,19195,Winter,Flat,2452,5588.97
5,16600,Summer,Flat,5320,18903.86
2,29050,Rainy,Flat,9713,49546.8
6,4650,Summer,Flat,7803,7174.72
6,31025,Summer,Flat,2761,22723.93
1,10700,Winter,House,1504,2298.87
8,15710,Rainy,House,4195,14997.12
1,15560,Winter,House,9602,24224.73
6,21250,Summer,Flat,5405,16505.76
1,5210,Rainy,Flat,2869,2490.01
1,26590,Rainy,House,7106,39322.41
1,22350,Summer,Flat,9028,41764.47
2,1050,Rainy,Flat,9421,2053.13
8,10640,Rainy,House,7640,30802.77
5,6405,Winter,House,3577,3076.38
3,13530,Rainy,House,793,2375.64
3,9070,Rainy,Flat,4582,2752.57
8,7285,Winter,Flat,2131,2773.42
4,1685,Summer,Flat,9060,4142.58
3,840,Rainy,Flat,9757,1537.08
4,24600,Winter,House,7420,33490.71
3,14590,Summer,House,1849,3535.59
4,7830,Rainy,Flat,6805,2829.49
3,6305,Rainy,Flat,5874,8121.32
4,7020,Rainy,House,4577,2664.0
3,4450,Rainy,House,681,668.58
5,11635,Summer,House,4091,4479.31
8,11550,Summer,House,7908,29750.67
2,4020,Rainy,Flat,8744,7800.53
1,14000,Rainy,House,1682,2833.95
8,10885,Winter,Flat,3761,5350.9
6,8770,Summer,House,502,1704.45
3,13970,Summer,Flat,7936,14068.85
8,10930,Rainy,House,6288,15792.45
3,19950,Rainy,House,9533,65797.43
3,10895,Summer,House,7286,10577.88
6,16130,Winter,Flat,7112,26299.03
8,1765,Summer,Flat,863,176.99
3,8990,Winter,House,766,1576.41
6,8980,Rainy,Flat,511,1029.97
1,13260,Rainy,Flat,8197,7911.61
2,6025,Winter,House,8666,9580.73
1,4890,Winter,Flat,5628,3820.31
8,12450,Summer,House,4147,14852.66
6,9420,Winter,Flat,7313,8852.03
8,7500,Winter,Flat,8373,7600.72
6,17070,Rainy,Flat,1736,7797.35
7,8575,Winter,House,4388,5866.01
1,4390,Summer,House,5313,7633.23
3,8515,Summer,House,4984,3509.77
2,4560,Winter,Flat,8258,3261.14
2,9350,Winter,Flat,2715,2064.1
2,29300,Rainy,House,3320,21452.72
5,3460,Rainy,House,5930,7414.54
7,10730,Rainy,House,5018,12696.46
7,10360,Summer,House,4191,7771.11
8,12840,Rainy,Flat,6308,11462.38
6,13650,Winter,House,3906,3713.69
3,8240,Winter,House,2688,2761.06
6,17815,Rainy,Flat,8765,31320.38
2,16595,Rainy,House,1973,3928.16
2,12230,Rainy,House,3029,6223.97
3,11190,Summer,House,885,1301.01
2,9000,Winter,House,5174,3022.99
6,14480,Summer,Flat,7974,26246.03
2,8950,Rainy,House,4145,6938.65
6,14750,Rainy,House,8669,23226.63
5,9275,Winter,House,4247,6283.0
3,29860,Winter,Flat,6203,17620.78
3,4125,Rainy,Flat,7806,3650.98
5,18370,Rainy,Flat,4881,10439.1
4,2275,Rainy,House,1256,627.82
1,4750,Rainy,Flat,5196,4611.48
5,3350,Winter,House,1288,1105.55
5,11980,Summer,Flat,9892,27158.26
4,8830,Winter,House,5775,8014.03
1,9060,Summer,House,8027,6021.64
1,11000,Winter,House,6861,22760.56
6,8680,Rainy,Flat,6783,4980.35
3,21435,Rainy,House,4956,26144.89
4,10945,Summer,Flat,2341,3100.89
5,13845,Summer,House,8973,35164.06
6,23740,Winter,Flat,2429,10306.2
7,27000,Rainy,Flat,8588,51241.21
8,13600,Winter,Flat,9017,31274.97
5,7015,Summer,House,820,1496.22
2,7120,Rainy,House,4067,3715.63
5,29220,Winter,Flat,9108,43070.9
1,9950,Rainy,Flat,3508,6047.11
1,5460,Winter,House,1470,1714.55
1,7630,Winter,House,881,1927.39
8,4210,Summer,Flat,6217,7723.27
2,15650,Rainy,House,2067,7388.79
2,4390,Summer,House,4429,4479.41
4,13520,Summer,Flat,2056,4699.83
6,4120,Rainy,Flat,2987,2339.4
7,9540,Summer,House,9591,28843.52
8,3190,Winter,Flat,7107,1885.43
1,7780,Winter,Flat,8753,4737.9
7,15090,Rainy,Flat,6029,18672.35
2,6270,Summer,House,2194,1857.43
2,7605,Summer,Flat,3373,3700.24
2,22030,Rainy,House,9280,29327.45
4,6340,Winter,House,1440,1849.75
4,4810,Summer,House,2641,2122.38
5,760,Rainy,Flat,9682,944.99
8,13610,Winter,Flat,5339,6997.93
1,6450,Summer,Flat,3665,2756.08
8,7780,Summer,Flat,5201,4116.69
5,25730,Summer,House,3531,20803.06
4,14160,Winter,House,4205,7360.76
6,33690,Rainy,Flat,8258,27077.92
3,13975,Winter,House,5755,14967.29
1,12575,Winter,House,1617,3405.3
1,7300,Winter,Flat,6523,5096.04
8,10790,Winter,House,638,1105.69
4,9070,Winter,House,9846,18981.1
4,18480,Summer,House,8648,56073.21
2,3910,Winter,House,1362,1071.18
7,13830,Winter,Flat,5062,8031.94
5,24550,Winter,House,4208,25048.3
1,7015,Winter,House,5997,8069.45
7,8685,Rainy,House,2955,5896.66
8,21450,Winter,House,7959,44677.19
8,5250,Rainy,House,1578,1208.45
6,14705,Summer,Flat,3271,10379.17
1,8850,Summer,Flat,4559,4090.94
4,2660,Winter,House,6899,7024.54
2,9825,Rainy,Flat,8446,9920.7
3,11500,Summer,Flat,2407,5642.62
3,24650,Rainy,House,5226,25683.65
6,11295,Summer,House,8525,7439.47
1,10200,Summer,House,7843,15798.34
4,5560,Rainy,Flat,5708,3609.19
7,1725,Rainy,House,8208,3063.78
2,9380,Winter,House,5805,6879.64
4,2790,Summer,Flat,6632,4378.61
1,6560,Winter,House,447,947.37
7,9645,Winter,Flat,4467,6856.01
7,5650,Rainy,House,9212,11801.39
5,6000,Winter,House,7781,7777.54
1,25280,Rainy,Flat,6886,20365.67
8,9250,Summer,House,4564,11688.43
3,7390,Rainy,House,8110,10551.43
3,9295,Rainy,House,1588,1700.11
6,15780,Winter,Flat,2456,4452.05
8,7950,Summer,Flat,6760,6649.3
4,9030,Winter,House,5143,6242.76
3,10280,Winter,House,1706,2157.53
4,17650,Summer,Flat,4020,12923.99
2,18680,Summer,Flat,6386,20323.01
2,22045,Rainy,House,7143,63339.82
3,24800,Summer,Flat,1449,9509.59
7,3925,Winter,Flat,5251,3370.08
8,15070,Winter,House,8052,27330.08
6,8180,Summer,Flat,9929,9022.17
5,15870,Rainy,Flat,7099,19374.43
8,7220,Rainy,House,6857,13305.99
7,11270,Rainy,Flat,6147,9793.31
7,1715,Winter,House,7950,4498.93
7,23030,Rainy,Flat,4064,13464.68
7,15180,Summer,House,1220,2090.19
3,6025,Winter,House,3313,2783.44
5,7305,Rainy,Flat,9361,14468.21
2,9280,Summer,House,6018,10831.18
8,10475,Winter,House,6629,10438.18
1,21240,Summer,Flat,974,5111.26
8,15040,Winter,Flat,985,2455.37
4,18005,Summer,House,6609,42292.62
3,4640,Rainy,House,7495,10714.99
2,11135,Winter,House,8710,22504.71
6,8380,Summer,Flat,3341,8119.21
4,21370,Winter,House,9524,37824.19
7,19260,Rainy,House,5394,18460.68
2,10905,Rainy,Flat,1066,2499.49
7,6405,Winter,Flat,4845,3203.82
4,23750,Winter,House,437,990.33
7,7360,Summer,Flat,9716,6766.27
8,6110,Rainy,Flat,609,729.41
1,4830,Summer,House,2563,3595.19
4,5920,Rainy,House,9102,8161.2
7,14740,Winter,Flat,7850,6999.74
7,3015,Rainy,Flat,1013,758.74
1,15120,Summer,Flat,8082,29897.79
3,10515,Winter,Flat,5072,6119.22
8,7965,Rainy,Flat,889,2534.9
6,5115,Summer,Flat,2370,5343.61
3,7840,Rainy,Flat,1172,2333.18
6,9395,Winter,House,466,402.35
7,5600,Summer,Flat,2786,1413.06
7,3135,Rainy,House,1965,2187.34
4,2360,Winter,Flat,5624,3589.93
7,13970,Rainy,Flat,9695,15870.74
6,3180,Summer,House,7836,10819.92
5,12520,Summer,Flat,5493,13403.86
1,11225,Rainy,House,5557,18226.52
6,12840,Summer,Flat,1422,3457.39
8,9470,Winter,Flat,4557,6016.6
5,22550,Summer,House,6139,51110.97
7,21370,Summer,Flat,7882,34209.24
2,21105,Rainy,House,3183,12367.09
4,8075,Summer,House,4450,14593.32
3,13650,Rainy,House,835,2479.43
6,14300,Rainy,House,5928,12757.58
8,20090,Summer,House,1591,8230.36
5,9350,Rainy,House,1296,1947.21
5,14010,Rainy,Flat,558,749.82
7,6870,Rainy,Flat,682,783.98
8,7105,Summer,Flat,9203,15116.69
1,2630,Rainy,House,4776,4287.56
2,12880,Winter,Flat,5651,20112.8
2,12945,Winter,Flat,6691,12739.36
3,12330,Rainy,House,9216,15006.23
7,4065,Rainy,House,8900,2525.62
8,18960,Rainy,House,3595,15378.93
3,970,Rainy,House,4564,1260.51
3,7985,Winter,House,9570,24635.02
1,4365,Winter,House,3040,1699.56
2,25160,Winter,Flat,7124,27899.29
4,20635,Winter,Flat,6149,24746.22
2,15680,Rainy,House,2212,5843.95
2,9270,Summer,Flat,4960,16800.1
6,11060,Rainy,House,7054,16322.66
3,11925,Winter,Flat,506,1646.46
7,18490,Rainy,Flat,9743,22806.48
2,13290,Rainy,House,1528,7118.8
3,16590,Rainy,Flat,7943,21155.74
4,16350,Winter,Flat,8484,15312.22
8,2915,Winter,Flat,1088,211.94
8,2585,Rainy,House,7726,1878.58
6,4410,Winter,House,5106,3928.87
3,16450,Winter,House,9572,32269.02
8,17060,Rainy,House,3728,14272.09
5,3990,Winter,Flat,2007,1291.63
1,4150,Rainy,House,5667,4834.49
5,17500,Winter,House,4214,20609.02
5,9740,Winter,House,6726,2512.43
7,11900,Winter,House,4598,9083.36
4,7190,Rainy,Flat,7148,8919.52
7,10870,Rainy,House,5411,11104.42
1,4800,Summer,Flat,9426,11484.23
5,18340,Rainy,House,6015,29684.8
8,22100,Rainy,Flat,1197,2146.32
3,13540,Summer,House,3835,21780.78
2,2510,Winter,Flat,3042,1459.78
7,2120,Summer,Flat,4023,1822.08
6,2100,Rainy,Flat,9490,2247.71
2,21990,Rainy,House,5087,17415.86
4,4545,Summer,Flat,5562,3675.39
6,4965,Rainy,House,2815,4221.73
8,2410,Winter,Flat,9949,1157.13
8,8900,Winter,Flat,6133,6382.1
8,12205,Rainy,House,7267,26141.26
8,12790,Winter,House,8961,18892.78
7,13580,Winter,House,7717,10835.8
4,12335,Winter,Flat,2726,2356.72
4,4910,Winter,Flat,8535,7461.9
3,9815,Rainy,House,945,2282.24
3,21510,Rainy,House,4721,19624.54
1,18430,Summer,House,3642,17196.97
2,11570,Winter,Flat,4806,7084.68
1,2890,Summer,House,9956,3653.53
3,11300,Summer,Flat,891,2047.5
5,4075,Summer,Flat,3654,2729.61
4,6390,Summer,Flat,5967,4558.81
8,17185,Summer,Flat,4578,14218.77
6,9085,Summer,House,861,2491.8
8,2730,Summer,House,7949,6746.16
5,2465,Summer,House,4389,4185.79
1,10175,Rainy,House,7095,25015.28
8,6130,Rainy,Flat,9840,10308.82
1,11100,Summer,Flat,4039,6556.09
1,32420,Winter,House,3006,10241.29
5,13240,Summer,House,6617,29344.84
8,38250,Winter,Flat,1545,7890.5
7,24570,Summer,Flat,9102,38231.38
5,2010,Summer,Flat,8046,2963.26
5,13800,Rainy,Flat,5720,13613.52
2,10050,Rainy,House,3900,2824.06
7,8550,Winter,House,5297,5772.44
8,9800,Rainy,House,4967,6383.46
6,13340,Rainy,House,4299,4970.78
8,13820,Summer,Flat,1388,1928.33
1,15415,Winter,House,7216,19252.71
6,4755,Summer,House,8042,10007.69
5,11710,Summer,Flat,6603,16898.78
4,10375,Rainy,Flat,3949,7353.26
7,25710,Winter,House,4911,23556.22
8,11720,Summer,Flat,5390,8798.46
1,5350,Summer,House,6436,5522.3
8,7290,Winter,House,9969,13127.81
8,4500,Summer,House,1727,1787.29
6,2755,Rainy,Flat,4517,1604.22
7,18535,Rainy,House,7370,30302.89
7,15780,Rainy,House,3305,8024.69
7,4750,Summer,Flat,1762,1708.89
4,16400,Rainy,House,2235,10542.6
3,8200,Summer,Flat,1624,1649.92
7,5310,Winter,Flat,6869,6890.31
7,6390,Winter,Flat,8236,10327.05
4,12500,Rainy,Flat,7043,26932.79
4,22425,Summer,Flat,5298,20638.83
6,830,Winter,House,8257,1106.89
2,1980,Summer,Flat,7294,897.02
6,9990,Winter,Flat,3668,4663.72
5,9840,Winter,Flat,2916,4510.52
5,7780,Winter,House,6494,5893.55
6,12840,Summer,House,3462,19517.07
8,14950,Summer,House,9577,46616.09
8,735,Winter,Flat,2664,267.99
6,1740,Winter,House,6837,3178.4
1,24000,Rainy,House,9451,31397.47
3,16200,Winter,Flat,1451,3511.13
7,8100,Rainy,House,6346,6556.47
7,11810,Rainy,Flat,8057,6790.15
1,12330,Winter,Flat,9488,24273.69
6,5315,Rainy,House,563,440.03
6,11780,Rainy,Flat,4094,9241.47
8,7160,Rainy,House,2145,4724.75
5,5220,Rainy,House,3969,2360.01
3,3225,Summer,House,3663,4234.34
8,5755,Summer,House,7275,11252.15
8,5230,Winter,House,1934,3346.66
4,13790,Summer,Flat,698,1202.69
2,6400,Winter,Flat,4999,2596.9
4,13250,Winter,Flat,4779,11022.02
1,1605,Winter,Flat,1805,163.69
6,5200,Rainy,Flat,2331,3087.27
7,18250,Summer,House,5071,37249.12
7,20495,Summer,House,4720,21192.62
1,4395,Rainy,House,2138,3660.0
2,7565,Winter,Flat,7086,5847.7
4,5720,Summer,Flat,3424,2727.61
8,7720,Summer,House,8183,10988.24
1,3090,Rainy,House,5824,4006.89
3,12210,Winter,House,9330,19220.98
1,17340,Summer,Flat,7159,20482.37
5,15285,Rainy,Flat,9881,5610.6
8,6035,Rainy,House,6194,4324.5
8,1465,Winter,House,5988,1368.94
3,10675,Summer,Flat,2391,2460.16
8,9710,Winter,Flat,4744,9707.51
3,19680,Summer,House,9828,41464.39
3,20375,Rainy,House,2205,7943.65
5,11090,Summer,Flat,6729,14594.77
3,21000,Summer,Flat,4994,21490.43
3,13275,Rainy,Flat,4257,10119.37
2,5400,Rainy,Flat,871,1709.46
4,6250,Summer,Flat,8713,15047.06
1,345,Rainy,House,2049,74.17
6,6850,Summer,Flat,2728,3325.83
8,3250,Summer,House,5033,3635.23
2,12200,Winter,Flat,1653,2250.74
8,25830,Summer,Flat,9483,41282.32
8,9530,Rainy,House,9198,18087.07
1,13880,Rainy,House,1779,6488.92
3,8470,Summer,Flat,460,626.17
4,11370,Winter,Flat,7261,14843.95
5,2145,Winter,Flat,8314,1610.28
1,16375,Summer,House,8633,45498.93
6,11460,Rainy,House,1680,4438.59
6,10545,Winter,Flat,9934,4913.82
2,10340,Rainy,House,1545,5196.12
1,3370,Summer,House,5848,10501.51
2,15880,Rainy,Flat,592,1322.76
8,2180,Summer,House,9538,9771.8
3,7935,Winter,Flat,4254,5315.32
6,19110,Winter,Flat,5929,8820.66
3,5440,Rainy,House,5193,3872.99
3,9780,Rainy,House,1653,2863.33
4,5930,Rainy,House,2734,3664.04
2,1920,Summer,House,8830,4221.51
2,2350,Rainy,Flat,7939,3303.42
6,22915,Winter,Flat,1115,2860.67
6,14990,Summer,House,1144,4978.15
4,5795,Winter,Flat,8789,6353.56
3,20080,Winter,House,771,2910.48
5,12600,Summer,Flat,6914,14455.42
5,15390,Rainy,House,6728,27299.91
3,24575,Summer,House,6666,41924.97
2,10140,Summer,Flat,7894,16008.02
5,5365,Summer,House,8286,11972.26
6,4040,Summer,Flat,1025,970.39
5,7860,Summer,House,462,1037.12
1,6620,Summer,House,5207,15587.4
7,14125,Winter,Flat,3994,7433.63
1,19100,Rainy,House,4794,29861.14
1,18500,Winter,Flat,7342,22700.48
1,5270,Winter,Flat,2401,841.16
6,9285,Rainy,House,1388,1084.15
7,1710,Winter,Flat,8359,2243.08
2,25015,Winter,Flat,2264,7218.44
4,15170,Summer,House,4675,15114.03
6,18130,Rainy,House,6354,16026.28
6,9300,Rainy,House,947,1006.61
4,13130,Rainy,Flat,3732,11079.57
7,14770,Summer,Flat,1918,4002.37
6,16600,Rainy,Flat,5759,16707.62
3,6390,Rainy,House,6879,6556.18
3,14710,Summer,Flat,1036,4145.92
5,12925,Rainy,House,2862,9718.33
1,13470,Winter,House,5112,5555.02
2,8110,Rainy,Flat,9584,19850.7
3,12820,Winter,Flat,6498,11712.3
1,22455,Winter,Flat,6437,34882.78
3,14135,Rainy,House,3010,12148.03
4,11050,Winter,Flat,2841,3314.47
8,14415,Rainy,House,2009,6443.1
7,10480,Rainy,Flat,5734,21605.23
2,13280,Winter,Flat,7041,7037.88
4,16775,Rainy,House,9612,23652.94
3,5150,Winter,House,4439,4766.66
5,19105,Rainy,House,2644,10108.74
7,14050,Winter,House,3183,10038.76
2,20360,Summer,House,7276,38316.2
5,5015,Winter,House,8641,6159.21
2,6270,Rainy,House,5779,13411.21
2,13565,Winter,House,9644,16946.76
2,23855,Rainy,House,4978,23297.68
2,23370,Rainy,Flat,1579,5513.88
3,8710,Rainy,Flat,6919,6727.36
2,7415,Summer,Flat,2877,6419.77
6,17580,Winter,House,2239,7548.96
5,17360,Winter,House,6301,12048.99
1,6790,Winter,Flat,6984,7372.17
3,6260,Summer,Flat,9916,15703.41
4,9830,Summer,House,9640,27832.18
8,8750,Winter,House,3144,6079.36
2,4225,Summer,House,8189,6936.09
2,1550,Rainy,Flat,8839,2934.13
1,13985,Summer,Flat,4300,10588.79
8,8770,Rainy,House,7481,14534.96
4,19825,Rainy,Flat,7280,16133.62
6,2230,Summer,House,4188,1622.96
7,7725,Summer,Flat,9112,9986.62
5,6450,Summer,House,1110,3551.72
1,935,Winter,House,4522,631.84
7,25880,Rainy,House,6581,29159.34
6,3390,Rainy,House,6940,6825.96
4,10470,Rainy,House,2090,8298.74
4,8310,Winter,House,2873,4351.24
1,17880,Winter,House,1923,11583.01
6,1170,Winter,House,3407,891.71
6,6655,Winter,Flat,7847,5445.13
2,10600,Rainy,Flat,2967,6147.88
4,10730,Winter,House,4348,8362.68
1,11940,Summer,Flat,8698,15025.55
8,16350,Winter,Flat,3899,10822.84
6,3570,Rainy,House,6621,5256.14
6,16390,Winter,House,8633,18881.89
4,7705,Rainy,House,1716,3878.26
2,22100,Winter,Flat,7038,17618.19
4,5040,Winter,House,9109,7930.82
2,8270,Rainy,Flat,4754,1796.82
5,11620,Rainy,House,5677,11451.78
6,10560,Winter,Flat,6974,4670.14
8,2545,Winter,Flat,1979,522.15
7,9210,Winter,Flat,8347,14610.3
4,8100,Rainy,House,1988,1998.89
8,6550,Winter,Flat,8174,8559.47
3,21700,Winter,Flat,8082,26951.29
6,12350,Summer,House,724,2850.31
4,2045,Rainy,House,528,310.54
2,16490,Summer,House,9985,52636.63
7,19200,Winter,Flat,6325,11303.86
4,19570,Winter,House,4819,11982.82
4,4880,Winter,Flat,6150,5346.6
8,11200,Winter,Flat,6770,14678.75
7,8575,Summer,Flat,5342,10540.56
1,9780,Summer,House,5028,17675.8
7,10160,Summer,Flat,8810,16588.39
5,12110,Summer,House,6605,20821.37
2,7265,Rainy,House,5170,15059.76
1,2490,Winter,House,982,717.57
7,6610,Summer,Flat,4875,6514.18
4,25060,Rainy,Flat,2948,16947.55
6,12290,Rainy,Flat,7357,18122.11
8,15070,Rainy,Flat,3052,6390.08
5,12900,Summer,House,7718,16866.29
2,13000,Rainy,Flat,9360,22270.98
7,12340,Rainy,Flat,9002,9594.2
4,28070,Rainy,House,7296,21596.9
7,15550,Winter,Flat,2087,6394.03
5,15770,Winter,House,5369,10304.81
4,9470,Summer,House,2701,5678.59
8,10360,Rainy,Flat,412,1024.71
5,1090,Winter,House,1150,221.71
3,13740,Rainy,Flat,1088,2282.89
7,18100,Summer,House,8178,34228.61
8,10945,Rainy,Flat,766,1749.95
3,10660,Rainy,Flat,3059,11207.63
4,14300,Rainy,Flat,4853,6886.53
1,15000,Rainy,House,1979,4343.51
3,600,Winter,Flat,7240,639.56
3,12780,Summer,Flat,1282,3177.15
8,6990,Rainy,Flat,9269,5339.81
3,20025,Winter,Flat,7287,17988.25
1,6550,Summer,House,2162,3428.99
3,24720,Winter,House,4762,17401.67
5,2530,Rainy,Flat,1727,510.95
8,7750,Rainy,House,4805,6375.66
8,1400,Rainy,Flat,9387,2792.91
8,18440,Summer,House,9823,63959.88
8,19320,Winter,Flat,9448,27020.36
4,4240,Rainy,Flat,8555,9799.73
4,8840,Winter,House,6464,11635.54
6,5360,Rainy,House,7132,4943.48
1,14600,Winter,Flat,8741,17533.71
1,2885,Winter,House,7388,4684.53
2,16090,Rainy,House,2132,7259.96
6,11640,Summer,House,585,1080.74
2,6850,Rainy,Flat,9856,12568.3
4,6070,Rainy,House,5123,6981.0
6,4470,Rainy,Flat,1724,1784.85
6,5060,Winter,House,5721,1050.8
6,12760,Summer,Flat,7369,14625.31
3,2495,Winter,Flat,4163,1726.85
4,4005,Winter,House,4204,1342.21
7,21210,Rainy,House,1356,8611.34
6,27270,Summer,Flat,4507,36109.28
1,22175,Summer,Flat,8099,12493.95
1,11990,Winter,Flat,2942,4956.63
3,20420,Winter,Flat,2855,5886.79
8,20400,Winter,Flat,7917,20389.16
4,12180,Rainy,Flat,2950,8791.93
1,25700,Winter,House,5458,20588.0
8,5100,Winter,Flat,3367,4607.04
8,15560,Winter,House,1416,4891.0
6,11970,Summer,Flat,2957,6515.47
3,14500,Summer,House,2794,4541.59
5,24140,Winter,Flat,5028,14544.65
6,9560,Summer,Flat,2235,6860.59
1,10190,Rainy,Flat,9484,12497.37
8,8030,Rainy,House,498,747.91
3,17600,Winter,Flat,9515,24019.8
3,4640,Summer,House,1935,3171.02
8,10710,Summer,House,9975,32399.43
6,9330,Summer,Flat,7251,5532.02
1,15920,Summer,House,9783,27353.07
7,14285,Rainy,Flat,3317,5917.53
3,12720,Summer,House,4712,15763.09
7,11000,Rainy,House,406,641.87
5,305,Winter,House,3979,165.21
8,5335,Summer,House,4524,4929.71
1,9460,Summer,House,5397,5604.22
4,18550,Rainy,House,1454,10439.09
4,5990,Summer,House,7747,12433.65
2,4530,Winter,House,6503,5932.38
6,16570,Winter,House,7084,13896.47
8,25715,Summer,House,3990,38402.69
4,12125,Summer,Flat,6936,19239.12
2,6210,Summer,Flat,9359,7900.33
1,5285,Rainy,House,2365,4456.65
8,4930,Summer,House,850,588.84
2,12080,Summer,Flat,5886,11465.34
2,8650,Summer,Flat,7752,12188.34
2,9025,Winter,Flat,8091,16284.29
1,7780,Rainy,House,6274,6609.33
1,7665,Rainy,Flat,3463,4198.1
4,2410,Summer,Flat,8758,3216.56
3,4640,Summer,Flat,3773,2919.78
2,8920,Winter,House,8998,7966.3
7,16565,Rainy,House,2075,8843.92
6,15505,Rainy,Flat,986,2911.2
2,3325,Winter,Flat,9266,5219.08
4,10240,Winter,Flat,7602,2103.23
8,10605,Rainy,Flat,706,1331.39
2,10745,Winter,Flat,7684,8294.65
7,8435,Summer,House,6779,11175.19
8,6860,Winter,Flat,8640,8691.49
6,20555,Winter,Flat,7607,33538.04
4,20440,Winter,House,7593,33490.28
8,6715,Summer,Flat,8485,13398.51
8,21765,Winter,Flat,9612,32526.39
6,16640,Summer,Flat,9145,30256.38
3,14575,Winter,Flat,2801,4935.47
3,1740,Winter,Flat,8894,1432.58
8,6450,Winter,House,7526,11578.88
2,6020,Rainy,House,1971,2105.95
7,4385,Summer,House,3792,7805.71
2,7765,Winter,House,8239,10276.92
6,17170,Summer,House,5578,26171.72
5,15080,Summer,House,9468,19673.8
3,630,Winter,House,720,77.97
7,1220,Winter,House,1062,125.41
8,17380,Rainy,House,3132,14776.37
5,22500,Summer,Flat,4066,13638.97
3,7655,Rainy,Flat,2756,3215.87
8,18550,Rainy,Flat,1126,1521.7
3,13310,Summer,House,2394,5925.27
1,8510,Summer,Flat,624,795.83
1,2145,Winter,House,4314,1658.85
2,3770,Summer,Flat,7106,1798.66
7,9445,Winter,Flat,7023,5306.24
2,13475,Winter,House,9223,20148.91
1,13800,Winter,Flat,460,527.76
2,25600,Summer,Flat,2314,14127.05
3,4720,Rainy,Flat,8834,6566.57
3,3970,Summer,House,5789,4441.14
2,12430,Winter,Flat,7745,15404.53
2,13665,Rainy,Flat,8949,22764.81
