FamilyMembers,HouseType,Sqft,Season,Units
5,Flat,1132,Rainy,4177.19
3,House,593,Winter,335.76
2,Flat,2389,Winter,2218.81
5,House,863,Summer,380.94
2,House,320,Summer,3671.95
2,House,2466,Rainy,3802.49
3,Flat,2367,Winter,853.33
5,House,919,Summer,10036.54
2,Flat,644,Rainy,969.05
5,House,1341,Rainy,1006.88
5,Flat,1886,Summer,3257.26
3,Flat,323,Summer,1423.76
2,House,1041,Winter,364.86
2,House,1037,Rainy,3776.8
3,House,1536,Rainy,1384.9
6,Flat,467,Summer,1957.49
4,House,2441,Summer,826.35
3,House,2451,Rainy,230.08
4,Flat,2243,Winter,371.99
1,House,998,Summer,4482.49
3,House,2434,Winter,265.32
5,Flat,1439,Winter,887.59
5,House,1849,Summer,7163.49
2,House,378,Winter,5245.5
3,House,894,Rainy,4657.6
5,Flat,788,Rainy,124.15
3,House,2363,Rainy,2320.9
3,House,342,Winter,4047.75
4,Flat,1806,Winter,877.57
6,House,1599,Summer,670.28
3,House,1739,Rainy,928.83
2,Flat,513,Winter,1698.8
3,Flat,1526,Summer,544.78
3,Flat,2315,Rainy,3644.69
4,House,2168,Winter,1524.93
5,Flat,1469,Winter,2269.42
5,House,1121,Winter,4433.24
1,House,1552,Winter,1299.55
2,House,2036,Rainy,1883.18
6,House,585,Summer,2267.48
2,Flat,1053,Summer,3580.87
6,House,1741,Summer,1466.38
5,House,2242,Rainy,3416.16
1,House,2136,Rainy,2458.89
5,Flat,1921,Summer,240.45
5,House,448,Winter,1981.73
2,House,471,Summer,719.33
2,House,2479,Summer,3384.95
2,Flat,1681,Rainy,796.23
4,House,1629,Summer,654.68
1,Flat,691,Rainy,1409.01
6,House,885,Summer,9402.61
1,Flat,2135,Rainy,1096.43
5,House,2362,Rainy,960.87
5,Flat,2194,Summer,7053.22
1,Flat,599,Summer,474.12
5,Flat,533,Winter,3465.58
4,Flat,1369,Winter,2334.98
4,House,2226,Summer,2460.98
2,House,2083,Winter,7258.55
3,Flat,1182,Rainy,3620.32
4,Flat,1503,Rainy,1617.41
2,Flat,470,Summer,5015.9
1,Flat,2114,Summer,363.81
3,House,2286,Winter,3611.99
3,Flat,666,Summer,3454.6
6,Flat,2316,Summer,8183.2
5,Flat,1511,Rainy,4797.13
1,House,1797,Winter,1602.17
3,House,1878,Winter,151.48
1,Flat,1723,Summer,3942.2
6,House,1517,Rainy,4330.32
4,Flat,480,Summer,1870.06
5,House,1335,Winter,1434.42
1,Flat,1021,Summer,2833.78
6,House,606,Summer,5934.08
5,House,1619,Winter,3288.39
1,House,1739,Winter,3767.38
6,Flat,313,Summer,608.8
5,House,1008,Winter,6806.62
3,House,1052,Winter,3168.97
1,Flat,1323,Winter,1636.54
1,Flat,393,Summer,326.16
3,House,1915,Winter,1384.66
4,House,870,Rainy,1137.1
2,Flat,1019,Rainy,4863.11
2,Flat,1091,Summer,8559.08
2,Flat,560,Summer,254.55
2,House,879,Winter,158.32
2,House,1512,Rainy,2784.26
6,Flat,1747,Rainy,633.32
6,House,1685,Summer,2970.32
1,Flat,1572,Summer,732.29
6,House,1394,Rainy,2795.08
5,Flat,1705,Summer,2373.94
4,House,333,Summer,7460.57
5,Flat,2064,Summer,241.71
1,House,1374,Rainy,4525.42
5,Flat,529,Rainy,1775.05
6,House,2485,Rainy,403.13
5,Flat,357,Rainy,3349.87
6,Flat,2221,Summer,172.96
4,Flat,2276,Summer,527.18
1,House,789,Winter,2923.57
3,House,949,Winter,2812.96
1,House,1232,Winter,3635.22
1,Flat,2121,Rainy,310.28
6,Flat,1420,Rainy,3681.16
3,House,1442,Winter,2953.07
5,Flat,781,Summer,1846.92
5,House,981,Winter,415.74
1,Flat,468,Rainy,234.72
2,Flat,2440,Rainy,884.12
5,Flat,1446,Winter,450.14
4,House,2129,Summer,580.17
4,Flat,1994,Winter,405.83
5,House,856,Winter,1499.64
3,House,2212,Rainy,3885.16
2,House,403,Summer,5705.08
4,Flat,1620,Winter,429.5
3,Flat,1718,Winter,1179.81
5,Flat,2430,Rainy,4666.04
3,Flat,2482,Winter,2052.64
4,House,1390,Summer,9080.77
3,Flat,2449,Summer,1707.18
5,House,666,Winter,4585.81
5,Flat,1160,Winter,234.19
4,Flat,1992,Rainy,1114.7
5,Flat,623,Rainy,326.7
2,Flat,1029,Rainy,5003.8
5,Flat,911,Summer,1158.06
2,House,1877,Rainy,8606.18
2,Flat,946,Rainy,5499.17
6,House,673,Summer,4997.47
1,Flat,1906,Winter,1033.81
2,Flat,376,Winter,605.94
6,House,1561,Rainy,4997.42
2,House,824,Rainy,839.95
4,Flat,2486,Winter,1264.82
6,Flat,2169,Summer,1591.56
3,House,1453,Rainy,288.06
3,House,566,Summer,7607.52
1,House,445,Summer,1864.27
2,House,1965,Rainy,2872.19
5,Flat,2034,Summer,1428.13
5,House,2312,Summer,2562.75
2,Flat,2214,Rainy,2024.63
2,Flat,1149,Summer,9492.78
4,House,1494,Winter,991.59
4,House,554,Rainy,3722.89
3,Flat,758,Summer,2506.77
5,Flat,388,Rainy,1800.1
5,Flat,656,Summer,1627.1
6,Flat,1612,Rainy,1191.63
3,Flat,2019,Winter,63.0
3,Flat,754,Rainy,2283.13
3,House,1310,Summer,1080.41
2,House,1054,Summer,5486.44
1,Flat,1439,Summer,1517.34
2,House,2336,Summer,3248.22
6,Flat,2007,Summer,427.76
2,House,2059,Winter,1182.62
2,House,1819,Winter,2464.44
4,House,354,Summer,673.09
4,House,757,Winter,597.88
6,House,1977,Winter,727.24
3,House,356,Summer,5027.7
6,House,416,Rainy,1897.29
5,House,2322,Winter,165.46
5,House,994,Winter,815.91
6,Flat,602,Winter,3337.6
1,Flat,1518,Winter,538.05
5,Flat,493,Summer,3209.45
3,House,2450,Winter,10435.27
2,Flat,2207,Rainy,2404.18
1,House,1692,Winter,4416.83
3,Flat,1648,Rainy,1758.85
3,Flat,2324,Summer,2143.24
2,Flat,737,Rainy,2030.49
2,House,2458,Rainy,1100.74
1,Flat,439,Winter,481.88
5,Flat,2018,Rainy,1058.15
6,Flat,1189,Winter,309.74
6,House,2135,Summer,6929.79
6,House,1517,Summer,5194.94
2,House,458,Summer,4262.74
4,House,405,Summer,507.84
6,Flat,2431,Rainy,4307.33
2,House,890,Winter,110.96
2,House,2418,Winter,1611.66
4,House,546,Summer,6487.46
3,Flat,365,Winter,1539.97
4,House,2053,Summer,960.95
5,House,541,Winter,223.94
4,Flat,1134,Summer,1727.81
1,House,2342,Rainy,6240.96
3,Flat,1513,Rainy,6931.12
6,Flat,567,Winter,3821.16
4,Flat,1945,Winter,490.1
5,House,1304,Rainy,2356.57
2,Flat,2414,Winter,5061.98
3,Flat,848,Winter,3026.51
3,Flat,2009,Summer,510.72
5,Flat,1491,Winter,58.79
3,Flat,1311,Winter,231.25
5,Flat,2255,Summer,3207.05
3,House,712,Winter,530.71
4,House,742,Summer,1776.7
1,House,654,Rainy,1352.12
4,House,1131,Summer,4700.64
4,Flat,821,Winter,1244.44
3,Flat,1026,Winter,763.18
6,Flat,2180,Rainy,1898.68
2,Flat,2257,Summer,6316.79
2,Flat,528,Summer,15521.0
1,House,1801,Winter,2231.22
3,House,1846,Summer,4055.31
1,House,1929,Winter,703.7
4,House,2409,Rainy,486.48
1,Flat,1926,Summer,1063.97
1,House,2214,Rainy,7715.73
3,Flat,504,Summer,5414.3
1,House,677,Rainy,5546.93
4,Flat,471,Rainy,2305.44
1,Flat,1388,Rainy,1697.94
5,Flat,2103,Rainy,728.06
5,Flat,820,Winter,373.28
1,Flat,2411,Rainy,1071.96
2,House,378,Summer,3800.27
3,Flat,409,Summer,102.24
4,Flat,1651,Summer,1245.98
3,House,743,Summer,688.37
3,Flat,1199,Summer,1230.82
5,Flat,959,Winter,1671.43
3,Flat,309,Summer,7127.95
6,House,1317,Summer,1889.46
1,Flat,2176,Winter,1730.73
5,Flat,2091,Winter,1935.37
4,House,2264,Winter,715.44
2,House,1263,Rainy,3014.82
5,House,518,Summer,4230.45
5,Flat,1312,Winter,107.56
2,House,1709,Summer,76.03
6,House,1756,Rainy,948.66
4,Flat,1321,Rainy,1381.57
3,Flat,913,Rainy,676.43
1,Flat,467,Winter,744.21
2,House,721,Rainy,5438.1
1,House,2224,Summer,1625.36
6,House,579,Summer,8309.11
4,House,1147,Rainy,1613.3
2,House,2192,Summer,8932.76
2,Flat,2435,Rainy,2197.1
2,House,750,Summer,5276.36
2,Flat,346,Summer,3614.41
4,House,1454,Summer,7772.65
1,House,701,Summer,7188.64
2,Flat,772,Winter,1465.96
6,Flat,859,Summer,335.58
6,Flat,1969,Summer,2890.05
6,Flat,1459,Rainy,3187.62
6,House,2083,Winter,4571.51
6,House,1270,Winter,1152.79
5,House,1932,Winter,5386.12
5,House,1547,Winter,5979.98
4,House,649,Summer,407.07
6,Flat,958,Winter,2962.25
6,House,954,Winter,6994.18
6,Flat,1490,Winter,2897.12
4,House,735,Winter,1535.83
1,Flat,350,Winter,1582.37
3,Flat,675,Winter,3310.21
5,Flat,574,Rainy,4305.97
4,Flat,572,Rainy,298.87
2,Flat,799,Summer,9332.53
4,Flat,584,Summer,6307.34
5,House,2036,Winter,3899.87
3,House,902,Winter,5698.21
6,House,1271,Summer,1153.65
1,House,2244,Summer,679.31
3,House,885,Winter,1392.46
5,Flat,2241,Rainy,4567.02
2,Flat,1956,Summer,522.5
3,Flat,2130,Winter,831.33
6,Flat,1407,Winter,2463.49
1,Flat,2348,Winter,2151.62
2,Flat,303,Rainy,2535.41
1,House,2396,Winter,682.22
3,Flat,1651,Winter,4191.28
6,House,989,Summer,796.5
5,Flat,752,Summer,2501.98
6,House,1724,Rainy,4171.9
4,House,1196,Winter,1688.41
6,House,492,Summer,1024.34
2,House,341,Rainy,639.83
6,House,2356,Summer,5209.4
3,Flat,2405,Winter,3138.31
4,Flat,1031,Summer,9536.05
3,Flat,364,Rainy,527.38
3,Flat,1113,Rainy,5422.44
3,House,746,Winter,742.66
3,House,1759,Winter,813.09
3,House,2356,Rainy,4741.4
2,Flat,1617,Winter,5931.91
4,House,1254,Rainy,5769.81
2,Flat,418,Rainy,944.09
4,Flat,2467,Summer,358.9
3,House,1345,Summer,4789.54
1,House,2047,Rainy,5941.9
5,House,1614,Rainy,1642.67
6,Flat,2287,Summer,3608.22
3,House,1333,Winter,2667.07
1,House,1620,Rainy,630.0
1,Flat,717,Rainy,5160.49
5,Flat,1441,Rainy,6491.38
5,House,1020,Winter,2389.52
2,Flat,1598,Winter,1276.12
3,Flat,1882,Rainy,1429.19
5,House,1189,Winter,991.06
1,House,2242,Winter,1973.7
5,House,1594,Summer,185.2
3,House,1043,Summer,2188.21
6,Flat,1001,Rainy,4111.44
2,Flat,2180,Winter,515.39
3,House,1175,Rainy,1647.42
6,House,929,Rainy,2918.05
2,Flat,2189,Winter,314.02
1,House,1128,Rainy,1575.85
2,Flat,1023,Rainy,1055.45
3,House,481,Winter,5533.91
3,House,1514,Summer,2258.54
3,Flat,1351,Winter,273.88
2,Flat,2107,Winter,361.73
6,Flat,759,Winter,1233.65
4,Flat,915,Winter,1032.32
2,House,1054,Summer,4836.96
6,House,356,Winter,1592.24
2,Flat,1982,Winter,1003.3
5,Flat,2372,Rainy,192.84
5,Flat,2133,Rainy,1479.56
1,House,1264,Rainy,2486.91
2,Flat,497,Rainy,4152.27
5,House,803,Winter,3159.34
6,House,2155,Rainy,2877.4
5,House,1628,Winter,1128.22
1,Flat,997,Winter,3309.09
2,House,790,Summer,388.34
5,Flat,1963,Rainy,6585.44
3,Flat,2376,Rainy,558.26
6,Flat,1501,Winter,2210.13
2,Flat,1977,Rainy,1669.99
1,Flat,2020,Rainy,331.82
5,House,627,Rainy,752.4
2,House,797,Summer,2369.81
1,Flat,1947,Summer,154.25
3,Flat,1626,Summer,1307.97
2,Flat,593,Summer,647.48
3,Flat,1597,Rainy,475.1
3,House,1014,Rainy,928.03
3,House,2104,Summer,2252.02
5,Flat,1239,Winter,4465.51
5,Flat,845,Winter,1197.22
6,House,2500,Rainy,2041.36
1,House,1259,Rainy,1363.41
1,House,2453,Summer,12288.97
5,Flat,1109,Winter,1908.33
1,Flat,1490,Rainy,3059.4
6,House,1254,Rainy,5655.76
6,Flat,1181,Winter,1987.85
2,Flat,1399,Rainy,1882.8
2,Flat,1845,Rainy,1643.16
1,House,2161,Rainy,1328.78
6,Flat,527,Summer,4003.9
5,Flat,2272,Winter,4886.14
4,Flat,1057,Rainy,296.29
6,Flat,1712,Rainy,2356.19
3,House,1291,Winter,2815.25
1,Flat,554,Summer,4368.7
4,Flat,514,Winter,768.46
5,Flat,886,Summer,5015.31
3,House,1932,Rainy,1049.12
1,House,1649,Winter,2725.89
6,House,2344,Rainy,3733.06
6,Flat,1271,Rainy,6676.49
2,Flat,448,Winter,1202.88
2,Flat,954,Summer,343.51
3,Flat,912,Summer,3489.97
4,Flat,640,Summer,244.05
3,Flat,1066,Summer,2712.01
4,House,1899,Winter,277.51
2,Flat,2125,Rainy,3589.24
3,Flat,966,Rainy,717.79
2,House,2002,Summer,6472.32
1,Flat,365,Rainy,505.11
2,House,804,Winter,4652.84
3,House,2500,Summer,74.88
3,Flat,620,Summer,1709.46
1,House,2287,Winter,2639.24
1,Flat,1745,Winter,1267.12
2,House,1982,Winter,5139.61
2,House,1893,Summer,2708.63
3,Flat,350,Rainy,6844.38
5,House,2126,Winter,3263.53
1,Flat,760,Summer,968.0
2,Flat,2500,Rainy,2310.89
3,Flat,354,Summer,3620.81
1,Flat,1661,Rainy,4482.83
2,Flat,440,Rainy,1365.28
2,House,354,Winter,879.26
2,Flat,844,Rainy,65.67
4,Flat,1746,Winter,4362.75
4,Flat,1583,Winter,579.79
1,House,495,Summer,3784.49
6,House,1138,Winter,408.38
3,Flat,2493,Summer,1013.08
2,Flat,1102,Winter,819.56
3,House,384,Rainy,2657.9
2,House,611,Summer,4209.75
3,Flat,1468,Summer,4318.77
1,Flat,2367,Rainy,5515.88
1,Flat,1822,Rainy,193.41
4,House,529,Rainy,844.14
1,Flat,1532,Summer,3015.33
2,House,944,Summer,1465.24
3,House,1835,Summer,126.22
5,Flat,2146,Summer,3883.51
5,Flat,2046,Rainy,2523.93
4,House,2019,Rainy,4034.72
4,Flat,817,Summer,2118.59
3,Flat,2305,Rainy,761.83
1,House,2089,Winter,732.35
2,House,1545,Rainy,1180.36
2,House,1573,Summer,258.04
1,Flat,1024,Rainy,1071.7
3,House,1279,Rainy,3796.34
3,House,1147,Summer,266.52
3,Flat,1675,Winter,2467.35
2,Flat,1826,Rainy,376.85
1,House,1255,Rainy,795.88
1,House,2271,Rainy,373.2
1,House,669,Winter,1972.63
5,House,403,Rainy,2227.49
6,Flat,931,Winter,2054.53
3,House,1428,Winter,3304.38
2,House,504,Rainy,697.53
5,Flat,1451,Rainy,303.59
6,House,2291,Winter,211.48
5,House,1186,Summer,10374.49
3,House,1623,Summer,5271.86
6,Flat,1058,Winter,3479.59
3,House,376,Winter,870.76
4,House,1009,Summer,1850.1
2,House,2115,Rainy,1758.36
3,House,2250,Winter,284.97
4,Flat,1941,Winter,1452.99
3,House,441,Rainy,1277.72
5,House,1579,Summer,410.32
3,Flat,557,Summer,605.42
3,Flat,456,Winter,614.21
5,Flat,1095,Rainy,761.0
5,Flat,2124,Rainy,227.9
5,Flat,2499,Winter,830.76
2,Flat,1763,Winter,752.54
5,House,2127,Summer,8677.81
3,House,2097,Rainy,3824.08
6,House,2029,Summer,4572.6
6,House,1461,Winter,1006.38
2,Flat,1020,Winter,523.52
6,Flat,2466,Summer,3427.65
4,Flat,2283,Summer,5560.72
2,Flat,1860,Winter,600.55
2,House,570,Winter,2805.75
1,House,1787,Rainy,2992.19
2,Flat,1965,Winter,1367.43
4,Flat,1500,Summer,358.89
4,House,1184,Summer,8707.44
4,Flat,854,Summer,2571.95
3,House,506,Winter,1922.1
5,Flat,1725,Summer,875.6
2,Flat,2403,Rainy,2359.69
2,Flat,1791,Winter,296.72
1,House,804,Winter,2674.85
3,Flat,1155,Winter,4608.92
3,Flat,2321,Winter,2449.8
2,Flat,2317,Summer,2421.83
5,House,325,Winter,1185.47
5,House,1024,Summer,5854.53
4,House,1287,Summer,7892.03
3,Flat,728,Rainy,1955.79
6,Flat,1264,Summer,4631.23
1,House,1470,Winter,279.56
4,Flat,1146,Rainy,122.23
2,House,956,Rainy,2549.9
5,Flat,1752,Rainy,525.26
1,House,1593,Summer,9297.13
6,House,631,Summer,6650.51
1,Flat,1705,Winter,1111.9
3,Flat,560,Rainy,2958.76
6,House,2120,Winter,591.14
1,House,2012,Winter,885.59
3,House,2313,Summer,4165.19
2,Flat,2023,Summer,1971.28
2,Flat,2486,Summer,3238.65
3,Flat,925,Summer,2242.76
4,Flat,476,Summer,1855.26
1,Flat,1723,Winter,1589.28
2,House,571,Rainy,2134.42
6,House,1317,Summer,1548.92
6,House,1492,Winter,480.85
6,Flat,2264,Winter,937.64
3,Flat,1412,Summer,5607.52
1,Flat,1152,Summer,1222.91
5,House,1005,Summer,1180.02
6,Flat,1505,Rainy,571.09
2,Flat,2284,Rainy,3328.67
6,House,1293,Summer,6993.2
4,House,1659,Summer,5784.75
4,House,1394,Winter,4775.63
2,House,2130,Summer,7434.49
5,Flat,1419,Summer,2264.18
6,Flat,1046,Winter,1509.48
1,Flat,2096,Rainy,1076.09
4,House,1568,Rainy,409.95
2,Flat,2393,Summer,8476.77
5,Flat,2224,Summer,3088.57
2,Flat,897,Summer,3087.47
1,Flat,1264,Rainy,2052.19
2,Flat,1570,Rainy,1167.53
5,Flat,1187,Winter,3137.54
5,House,1225,Winter,3282.18
2,Flat,2250,Rainy,5136.61
6,Flat,1496,Rainy,2030.46
3,House,1789,Winter,2398.2
3,House,516,Rainy,5938.61
5,House,844,Rainy,5547.79
6,House,1309,Rainy,7598.69
2,Flat,1330,Winter,1152.46
6,House,613,Summer,1228.37
5,House,1910,Rainy,182.97
5,House,2433,Rainy,1936.85
4,House,675,Rainy,1324.52
1,House,2052,Winter,3970.24
3,House,2258,Summer,582.14
1,Flat,848,Summer,546.32
3,House,2329,Summer,3592.51
3,Flat,824,Rainy,508.41
5,House,1031,Summer,1255.33
5,House,1296,Rainy,3027.49
1,Flat,1868,Rainy,659.04
5,House,1508,Rainy,745.26
4,Flat,2047,Rainy,6815.89
1,Flat,1620,Rainy,4257.86
3,Flat,1726,Rainy,598.75
2,House,1016,Rainy,417.35
2,Flat,1576,Winter,6203.02
4,Flat,1585,Winter,4433.7
6,House,1288,Summer,2832.99
2,Flat,1179,Summer,2045.56
5,House,1735,Rainy,1447.16
1,Flat,836,Summer,6499.57
4,Flat,1688,Rainy,1020.8
1,Flat,871,Summer,361.84
5,Flat,2105,Winter,1088.51
6,Flat,1425,Summer,3027.16
3,House,2300,Winter,1563.06
6,Flat,1749,Winter,1048.26
5,House,641,Summer,6421.52
4,Flat,749,Rainy,1460.24
2,Flat,1308,Summer,937.5
6,House,1147,Rainy,1082.42
2,House,1977,Summer,763.41
1,House,1377,Winter,392.4
2,Flat,1321,Rainy,2396.25
6,House,1955,Winter,4184.93
2,House,1941,Winter,301.09
2,Flat,932,Summer,290.65
5,Flat,2389,Rainy,1036.21
4,Flat,558,Winter,397.48
1,House,2196,Rainy,2931.6
2,Flat,2087,Winter,1336.53
1,Flat,518,Summer,1688.1
4,Flat,342,Winter,1347.02
5,House,514,Winter,1515.19
2,House,1850,Rainy,1885.59
2,Flat,1694,Rainy,4459.98
5,Flat,767,Winter,493.02
2,House,542,Winter,1804.38
6,Flat,552,Rainy,1226.31
1,Flat,649,Summer,3469.26
3,Flat,1722,Winter,2499.33
4,Flat,2186,Winter,1902.68
3,House,1378,Winter,148.58
4,Flat,1033,Winter,400.29
5,Flat,1419,Rainy,475.34
4,House,2173,Winter,1165.97
3,House,2434,Winter,719.32
6,House,1613,Winter,3689.09
3,Flat,2248,Winter,915.41
6,House,902,Rainy,3299.9
3,Flat,1227,Winter,1559.57
4,House,955,Winter,520.12
4,House,1981,Winter,7801.2
1,House,912,Rainy,1596.55
2,House,1743,Winter,1677.21
6,House,1813,Winter,454.77
2,House,1865,Summer,6649.71
3,Flat,550,Summer,1267.26
1,House,1197,Rainy,768.18
3,Flat,844,Rainy,2290.38
6,House,1828,Summer,15779.97
1,Flat,1446,Summer,3500.0
6,Flat,827,Winter,556.24
4,Flat,1251,Winter,5422.42
4,House,834,Winter,1380.41
5,Flat,568,Rainy,2207.66
2,Flat,645,Winter,1924.08
2,Flat,2321,Winter,1462.27
3,House,1468,Summer,7578.61
5,Flat,1815,Winter,424.57
5,Flat,2118,Winter,1294.62
2,Flat,926,Winter,83.95
5,House,808,Winter,1583.32
2,House,1246,Rainy,3144.48
3,House,1809,Winter,6282.42
6,Flat,429,Winter,5674.81
4,Flat,1812,Rainy,2558.87
1,House,1764,Rainy,1105.79
5,Flat,673,Summer,1630.48
2,House,1399,Winter,1114.73
2,House,741,Summer,890.06
3,House,1445,Summer,2789.67
1,House,1383,Rainy,4144.77
3,Flat,1084,Rainy,1043.97
5,House,1568,Winter,152.19
6,Flat,1588,Summer,3031.87
2,House,510,Summer,9961.33
3,Flat,2365,Winter,37.36
1,House,848,Summer,3853.44
5,House,755,Winter,2120.59
6,Flat,2180,Rainy,2372.45
2,House,620,Rainy,727.64
6,House,1974,Rainy,8402.73
5,Flat,1614,Rainy,266.67
1,Flat,1101,Rainy,392.97
5,Flat,674,Winter,578.24
3,House,915,Summer,3797.78
4,House,628,Summer,8573.68
2,Flat,2317,Summer,358.26
5,House,1518,Summer,1158.88
5,Flat,2209,Summer,1431.32
1,Flat,1207,Summer,571.2
3,House,801,Rainy,849.4
2,House,1841,Winter,3084.69
2,House,915,Summer,106.62
3,House,1582,Winter,663.88
4,House,2262,Summer,7371.81
3,Flat,1283,Summer,11633.02
6,House,2146,Summer,146.93
2,House,1496,Summer,4584.64
5,House,2467,Winter,3411.03
3,House,507,Summer,6564.31
5,House,1606,Winter,1121.3
4,House,1699,Winter,494.63
2,Flat,1821,Winter,493.63
3,Flat,2000,Summer,879.52
2,House,825,Rainy,690.47
4,Flat,1263,Rainy,752.93
1,Flat,1983,Winter,1730.03
1,Flat,1452,Winter,851.26
3,House,902,Summer,6455.31
3,Flat,1954,Winter,3837.3
1,House,2353,Rainy,2001.82
2,House,1324,Summer,1834.13
2,House,1088,Winter,7024.38
3,House,1898,Rainy,6202.08
4,Flat,969,Summer,754.53
6,House,2430,Winter,132.72
3,House,608,Summer,4874.75
1,House,335,Winter,804.95
3,Flat,1929,Winter,2972.63
5,Flat,1887,Summer,1664.66
2,Flat,1965,Summer,1244.12
1,Flat,1152,Winter,1262.49
3,House,1643,Winter,211.98
1,Flat,1171,Summer,2298.06
1,Flat,1041,Summer,678.11
5,Flat,2466,Rainy,337.23
6,Flat,2370,Summer,3111.59
4,House,459,Summer,4014.99
6,House,1971,Rainy,4025.17
4,House,1081,Summer,5772.57
1,House,1187,Summer,4091.19
6,Flat,668,Winter,1384.99
2,Flat,2113,Summer,4205.15
2,Flat,403,Rainy,627.24
1,House,1510,Rainy,588.95
5,House,1039,Winter,6432.24
3,House,1561,Winter,3473.34
2,House,2099,Summer,6856.03
5,House,1722,Winter,2440.23
3,House,1210,Rainy,1736.1
5,House,1650,Winter,3961.95
4,Flat,759,Winter,392.19
1,House,811,Winter,1799.51
3,House,533,Winter,3597.02
4,House,1267,Winter,2551.83
2,House,1165,Summer,6683.25
1,Flat,355,Summer,5387.21
1,House,437,Winter,896.8
5,Flat,558,Rainy,2634.04
3,Flat,806,Summer,5074.12
4,House,1810,Summer,826.84
6,Flat,833,Winter,323.75
4,Flat,1483,Summer,5896.93
1,House,1740,Rainy,2331.0
1,Flat,720,Rainy,4859.39
6,Flat,397,Rainy,511.35
3,Flat,959,Winter,2228.63
2,House,826,Winter,1171.41
2,House,2133,Rainy,1627.1
4,Flat,1979,Winter,480.17
3,House,1462,Summer,9100.8
3,House,1041,Summer,10513.28
3,Flat,1911,Winter,7551.24
3,Flat,1491,Summer,471.67
3,House,990,Summer,614.51
2,Flat,2371,Rainy,8881.09
3,House,1769,Summer,1114.57
1,House,1573,Winter,2742.57
2,Flat,1252,Summer,1508.97
3,House,600,Rainy,1240.55
2,Flat,1817,Winter,262.55
5,Flat,953,Rainy,3373.31
2,House,2336,Summer,3944.14
5,House,396,Winter,1544.5
4,House,1073,Rainy,2925.58
3,Flat,553,Rainy,1454.62
6,House,1194,Winter,475.31
3,Flat,620,Summer,7183.36
5,Flat,2307,Rainy,5913.45
2,House,2207,Summer,5975.25
5,Flat,631,Winter,312.24
3,House,1373,Summer,969.81
6,House,2475,Winter,581.48
1,House,358,Winter,2185.49
1,Flat,619,Winter,1112.96
3,House,1636,Winter,2390.29
5,House,2274,Summer,4224.03
1,House,456,Summer,16.56
4,Flat,1014,Summer,6491.92
3,Flat,1702,Rainy,2576.18
4,Flat,1511,Summer,513.13
2,House,1838,Rainy,1121.09
2,Flat,506,Winter,2649.73
6,Flat,2012,Winter,435.25
1,House,1932,Rainy,1647.21
6,House,2445,Rainy,889.87
5,House,1521,Winter,737.68
1,Flat,1849,Summer,781.71
1,Flat,1347,Winter,1264.32
6,House,303,Rainy,4308.76
3,House,1642,Winter,1043.23
3,House,2071,Summer,1953.52
1,Flat,1384,Rainy,3231.46
4,Flat,2175,Summer,260.1
5,House,1360,Summer,2117.91
6,Flat,1715,Winter,423.01
3,Flat,932,Rainy,4936.5
4,Flat,620,Summer,4283.87
4,Flat,2401,Summer,1970.8
5,House,1865,Winter,1757.31
6,House,1447,Rainy,4372.51
6,Flat,1735,Winter,1817.48
2,Flat,370,Winter,1350.98
6,Flat,1259,Rainy,3038.47
6,Flat,482,Winter,1032.88
5,House,1870,Winter,911.52
2,House,1071,Summer,5380.67
1,Flat,746,Winter,1684.32
2,House,1429,Summer,6209.79
5,Flat,1584,Rainy,1295.43
6,House,2042,Winter,6981.78
1,House,1448,Rainy,300.12
5,Flat,1728,Rainy,1021.21
4,House,911,Summer,2536.61
3,House,1464,Summer,1570.76
1,Flat,1688,Rainy,4048.5
2,Flat,564,Rainy,883.26
4,Flat,630,Winter,1059.57
2,House,632,Rainy,3287.93
1,Flat,1991,Rainy,1073.51
1,House,1283,Rainy,1139.43
2,Flat,1002,Summer,5158.87
5,Flat,737,Winter,2244.72
4,Flat,1400,Rainy,4466.86
2,House,753,Summer,1991.0
1,Flat,1601,Winter,2270.07
5,Flat,1977,Winter,1364.65
6,House,2486,Summer,7775.47
4,House,522,Winter,190.37
4,Flat,559,Rainy,2012.73
1,House,1417,Summer,4227.17
5,House,325,Winter,234.96
6,House,680,Winter,1532.46
1,House,1042,Summer,3863.6
3,House,1991,Winter,2999.37
1,Flat,1375,Summer,5211.47
4,House,514,Rainy,10086.71
3,Flat,782,Summer,256.04
2,House,2161,Winter,707.26
4,Flat,1692,Winter,1160.34
2,House,1890,Rainy,872.44
2,House,382,Rainy,2343.53
4,Flat,1581,Winter,3765.31
1,Flat,1734,Summer,3931.87
5,House,2474,Summer,2313.01
4,Flat,2329,Winter,122.93
3,House,1991,Summer,225.32
1,House,1105,Summer,2359.55
2,House,425,Rainy,4651.71
6,House,1973,Rainy,1385.54
6,Flat,1851,Summer,1891.0
2,House,1816,Winter,2090.78
6,House,2372,Rainy,3122.68
2,House,1731,Winter,1975.6
2,House,1865,Rainy,2638.76
4,House,1381,Rainy,5949.63
1,House,1804,Summer,1901.73
5,Flat,702,Summer,4511.36
3,House,2412,Winter,4929.92
6,Flat,1003,Summer,1171.53
6,Flat,2049,Winter,1879.1
1,House,1217,Rainy,655.26
5,House,1984,Winter,1775.51
4,House,1116,Winter,8056.09
3,Flat,811,Winter,3921.16
